"SECCODE";"START_TIME";"FIRST";"HIGH";"LOW";"LAST";"VOLUME"
"LKOH";"29.05.1997 00:00:00";"86.215";"86.7";"84.92";"86.215";"30900"
"LKOH";"30.05.1997 00:00:00";"86.35";"86.495";"86.3";"86.35";"4200"
"LKOH";"02.06.1997 00:00:00";"86.11";"86.49";"86.11";"86.11";"10100"
"LKOH";"03.06.1997 00:00:00";"86.4";"86.599";"86.4";"86.4";"400"
"LKOH";"04.06.1997 00:00:00";"88.35";"88.499";"87.95";"88.35";"8600"
"LKOH";"05.06.1997 00:00:00";"89.35";"89.4";"88.2";"89.35";"14900"
"LKOH";"06.06.1997 00:00:00";"89.15";"89.2";"89.065";"89.15";"4100"
"LKOH";"09.06.1997 00:00:00";"91.35";"91.599";"90";"91.35";"8900"
"LKOH";"10.06.1997 00:00:00";"90.7";"91.199";"90.6";"90.7";"15000"
"LKOH";"11.06.1997 00:00:00";"89.8";"90.599";"89.8";"89.8";"2700"
"LKOH";"13.06.1997 00:00:00";"91.05";"91.1";"91.05";"91.05";"500"
"LKOH";"16.06.1997 00:00:00";"92.8";"93.5";"92.1";"92.8";"9000"
"LKOH";"17.06.1997 00:00:00";"93.4";"93.8";"93.3";"93.4";"1600"
"LKOH";"18.06.1997 00:00:00";"95.45";"95.8";"94";"95.45";"13500"
"LKOH";"19.06.1997 00:00:00";"99.6";"103";"97";"99.6";"24300"
"LKOH";"20.06.1997 00:00:00";"99.99";"100.18";"99.2";"99.99";"9400"
"LKOH";"23.06.1997 00:00:00";"101.85";"102.65";"100.85";"101.85";"9200"
"LKOH";"24.06.1997 00:00:00";"107.7";"108.5";"103.2";"107.7";"47400"
"LKOH";"25.06.1997 00:00:00";"121.55";"123.5";"116";"121.55";"29400"
"LKOH";"26.06.1997 00:00:00";"113.35";"117.5";"112";"113.35";"53300"
"LKOH";"27.06.1997 00:00:00";"115.7";"117.5";"114.5";"115.7";"27600"
"LKOH";"30.06.1997 00:00:00";"113.585";"113.9";"113.1";"113.585";"32900"
"LKOH";"01.07.1997 00:00:00";"113.8";"114.8";"113.8";"114.4";"19800"
"LKOH";"02.07.1997 00:00:00";"122.5";"122.5";"119";"121.5";"11000"
"LKOH";"03.07.1997 00:00:00";"127.5";"128.4";"123.5";"125.15";"14300"
"LKOH";"04.07.1997 00:00:00";"132.986";"135";"132.61";"133.015";"19200"
"LKOH";"07.07.1997 00:00:00";"134.005";"137";"133.9";"136.55";"15600"
"LKOH";"08.07.1997 00:00:00";"131.5";"131.65";"127.95";"131.65";"18000"
"LKOH";"09.07.1997 00:00:00";"134.9";"137.928";"134";"136";"12400"
"LKOH";"10.07.1997 00:00:00";"133";"135.86";"133";"135";"38000"
"LKOH";"11.07.1997 00:00:00";"134.95";"135";"133.5";"134.239";"23500"
"LKOH";"14.07.1997 00:00:00";"133.45";"133.45";"125";"127.7";"20300"
"LKOH";"15.07.1997 00:00:00";"126.001";"127.8";"126.001";"126.2";"17700"
"LKOH";"16.07.1997 00:00:00";"120.8";"122.15";"118.01";"120.6";"29200"
"LKOH";"17.07.1997 00:00:00";"122";"122";"119.4";"121.2";"29500"
"LKOH";"18.07.1997 00:00:00";"123";"125.8";"122.7";"124.4";"7300"
"LKOH";"21.07.1997 00:00:00";"122.2";"123.5";"121";"121.95";"25100"
"LKOH";"22.07.1997 00:00:00";"121.4";"121.5";"121";"121.35";"2600"
"LKOH";"23.07.1997 00:00:00";"126.3";"128.9";"125.9";"127";"31300"
"LKOH";"24.07.1997 00:00:00";"128";"128.4";"127.5";"128.2";"14500"
"LKOH";"25.07.1997 00:00:00";"130.94";"131.9";"128.55";"131.39";"18800"
"LKOH";"28.07.1997 00:00:00";"133.6";"133.6";"130.6";"131.2";"9400"
"LKOH";"29.07.1997 00:00:00";"132.05";"135.7";"131";"131.345";"59600"
"LKOH";"30.07.1997 00:00:00";"130.5";"132.046";"129.52";"130.45";"21700"
"LKOH";"31.07.1997 00:00:00";"129.5";"134";"129.5";"132";"49300"
"LKOH";"01.08.1997 00:00:00";"132";"133.85";"132";"132.999";"23100"
"LKOH";"04.08.1997 00:00:00";"132.5";"135.55";"132.1";"134.8";"13700"
"LKOH";"05.08.1997 00:00:00";"135";"139";"134.01";"139";"55600"
"LKOH";"06.08.1997 00:00:00";"138.6";"144.5";"138.6";"144.28";"56400"
"LKOH";"07.08.1997 00:00:00";"146.95";"160.799";"146.95";"158.2";"86900"
"LKOH";"08.08.1997 00:00:00";"160.3";"162";"156.51";"158.3";"64300"
"LKOH";"11.08.1997 00:00:00";"156.699";"158.395";"154.5";"158.1";"25700"
"LKOH";"12.08.1997 00:00:00";"158.3";"161";"157.5";"159.151";"29200"
"LKOH";"13.08.1997 00:00:00";"157";"161.1";"155.1";"160.5";"59400"
"LKOH";"14.08.1997 00:00:00";"160.5";"161.599";"160.1";"160.5";"16700"
"LKOH";"15.08.1997 00:00:00";"161.6";"164.499";"161.35";"163.005";"59800"
"LKOH";"18.08.1997 00:00:00";"161";"161";"157";"159.15";"149100"
"LKOH";"19.08.1997 00:00:00";"160";"160.8";"155";"157.3";"47900"
"LKOH";"20.08.1997 00:00:00";"156.7";"157.5";"153.001";"157.5";"42700"
"LKOH";"21.08.1997 00:00:00";"159";"159.1";"157.46";"158.7";"26000"
"LKOH";"22.08.1997 00:00:00";"156.1";"156.1";"151.101";"153.5";"103500"
"LKOH";"25.08.1997 00:00:00";"153";"156";"152";"153.1";"35600"
"LKOH";"26.08.1997 00:00:00";"153.9";"153.9";"149.7";"150.3";"70800"
"LKOH";"27.08.1997 00:00:00";"150.2";"150.2";"145";"147.8";"44400"
"LKOH";"28.08.1997 00:00:00";"147.8";"148";"145";"145.1";"71900"
"LKOH";"29.08.1997 00:00:00";"145";"145";"134.55";"135.749";"83600"
"LKOH";"01.09.1997 00:00:00";"133";"133";"126.1";"130";"47900"
"LKOH";"02.09.1997 00:00:00";"131.6";"146.5";"131.6";"145.2";"76400"
"LKOH";"03.09.1997 00:00:00";"153.6";"153.6";"142.505";"147";"113400"
"LKOH";"04.09.1997 00:00:00";"145.5";"147";"142.1";"144";"73800"
"LKOH";"05.09.1997 00:00:00";"140";"146";"140";"145.099";"34200"
"LKOH";"08.09.1997 00:00:00";"144.5";"146.85";"143.805";"146.03";"38300"
"LKOH";"09.09.1997 00:00:00";"145";"149.9";"144.15";"146.5";"56100"
"LKOH";"10.09.1997 00:00:00";"146.5";"147.9";"144.5";"145.6";"43200"
"LKOH";"11.09.1997 00:00:00";"140";"143.5";"139";"139.715";"110400"
"LKOH";"12.09.1997 00:00:00";"137.2";"141.8";"135.2";"140.7";"100400"
"LKOH";"15.09.1997 00:00:00";"139";"142.5";"139";"139.501";"40300"
"LKOH";"16.09.1997 00:00:00";"142";"142.25";"139.501";"141.4";"33500"
"LKOH";"17.09.1997 00:00:00";"143.45";"145";"141.1";"141.3";"49700"
"LKOH";"18.09.1997 00:00:00";"140.1";"140.6";"138.4";"139.8";"50400"
"LKOH";"19.09.1997 00:00:00";"141.2";"142.5";"140";"140.8";"24000"
"LKOH";"22.09.1997 00:00:00";"141.5";"143.1";"141.051";"142.9";"20500"
"LKOH";"23.09.1997 00:00:00";"144";"144.898";"142.7";"143.1";"97200"
"LKOH";"24.09.1997 00:00:00";"143";"143.45";"142.4";"143.13";"53900"
"LKOH";"25.09.1997 00:00:00";"141.002";"143";"141";"142.75";"39900"
"LKOH";"26.09.1997 00:00:00";"141.499";"142";"141.41";"141.675";"56600"
"LKOH";"29.09.1997 00:00:00";"142";"142.69";"141.7";"142.03";"18700"
"LKOH";"30.09.1997 00:00:00";"143.202";"144.1";"143.001";"143.8";"55700"
"LKOH";"01.10.1997 00:00:00";"143.8";"147.41";"143.8";"147.25";"137500"
"LKOH";"02.10.1997 00:00:00";"153";"155.3";"151.1";"153.21";"243300"
"LKOH";"03.10.1997 00:00:00";"154.5";"166";"154.5";"166";"202200"
"LKOH";"06.10.1997 00:00:00";"164.55";"170.95";"163.3";"166.4";"203300"
"LKOH";"07.10.1997 00:00:00";"166.2";"166.55";"160.1";"162.8";"167800"
"LKOH";"08.10.1997 00:00:00";"162.5";"163.99";"162";"163";"111500"
"LKOH";"09.10.1997 00:00:00";"157.5";"159.5";"151";"151.5";"131100"
"LKOH";"10.10.1997 00:00:00";"154.999";"156.7";"151.3";"152.7";"132800"
"LKOH";"13.10.1997 00:00:00";"152";"159.975";"152";"159.5";"145600"
"LKOH";"14.10.1997 00:00:00";"161.45";"163.6";"161.1";"162.75";"214200"
"LKOH";"15.10.1997 00:00:00";"161";"161.5";"158.65";"160.29";"181800"
"LKOH";"16.10.1997 00:00:00";"160.6";"161.1";"159.4";"160.065";"116200"
"LKOH";"17.10.1997 00:00:00";"157";"159.2";"156.2";"158.58";"107100"
"LKOH";"20.10.1997 00:00:00";"156.999";"158.7";"155.2";"158.26";"88700"
"LKOH";"21.10.1997 00:00:00";"160.2";"161.2";"159.7";"160.95";"113300"
"LKOH";"22.10.1997 00:00:00";"165.9";"165.9";"161.34";"162.179";"150100"
"LKOH";"23.10.1997 00:00:00";"163";"163";"154.2";"155.5";"191400"
"LKOH";"24.10.1997 00:00:00";"153";"157.499";"149.4";"157";"182700"
"LKOH";"27.10.1997 00:00:00";"150";"150.9";"140.1";"144";"237200"
"LKOH";"29.10.1997 00:00:00";"150";"150";"137";"139.301";"255800"
"LKOH";"30.10.1997 00:00:00";"132.9";"132.9";"120.5";"122.01";"197700"
"LKOH";"31.10.1997 00:00:00";"120.5";"131.899";"120.5";"128.865";"207100"
"LKOH";"03.11.1997 00:00:00";"131.5";"136.7";"131.1";"136.1";"107400"
"LKOH";"04.11.1997 00:00:00";"137.5";"137.5";"131.05";"132.75";"145800"
"LKOH";"05.11.1997 00:00:00";"132.5";"133.95";"131.25";"133.599";"111000"
"LKOH";"06.11.1997 00:00:00";"132.8";"132.95";"131.45";"132.11";"86700"
"LKOH";"10.11.1997 00:00:00";"128";"128.445";"119";"122.1";"214500"
"LKOH";"11.11.1997 00:00:00";"120.9";"121.9";"114.7";"117.4";"122700"
"LKOH";"12.11.1997 00:00:00";"109.705";"110.3";"104.6";"104.6";"70400"
"LKOH";"13.11.1997 00:00:00";"95.505";"109.4";"93.9";"108";"157000"
"LKOH";"14.11.1997 00:00:00";"110.5";"110.5";"103";"104.5";"111600"
"LKOH";"17.11.1997 00:00:00";"106.5";"107.75";"102.019";"107.42";"152900"
"LKOH";"18.11.1997 00:00:00";"112.2";"117.01";"109.05";"116.3";"254200"
"LKOH";"19.11.1997 00:00:00";"113.95";"115.65";"112";"113";"139800"
"LKOH";"20.11.1997 00:00:00";"114.022";"120.5";"113.3";"118.8";"141800"
"LKOH";"21.11.1997 00:00:00";"122.5";"127.3";"122.3";"125.5";"223500"
"LKOH";"24.11.1997 00:00:00";"123.2";"124.3";"115.28";"116";"150500"
"LKOH";"25.11.1997 00:00:00";"110.005";"116.8";"110";"116.44";"197400"
"LKOH";"26.11.1997 00:00:00";"117.99";"122.5";"117.98";"118.5";"182000"
"LKOH";"27.11.1997 00:00:00";"118.6";"118.999";"113.8";"115.71";"147600"
"LKOH";"28.11.1997 00:00:00";"115.45";"115.45";"111.025";"113.83";"156000"
"LKOH";"01.12.1997 00:00:00";"112.59";"114.25";"109";"109.205";"197300"
"LKOH";"02.12.1997 00:00:00";"112";"113.9";"109.155";"112.101";"145600"
"LKOH";"03.12.1997 00:00:00";"115.3";"119.7";"113.4";"117.3";"372900"
"LKOH";"04.12.1997 00:00:00";"119.005";"131.4";"119.005";"127.7";"373600"
"LKOH";"05.12.1997 00:00:00";"134";"135.111";"128.1";"128.9";"365900"
"LKOH";"08.12.1997 00:00:00";"134.5";"135.6";"132";"135.101";"237000"
"LKOH";"09.12.1997 00:00:00";"134.49";"136.73";"131.712";"132.5";"223800"
"LKOH";"10.12.1997 00:00:00";"129.6";"132.9";"125";"125.75";"187400"
"LKOH";"11.12.1997 00:00:00";"119.2";"120.999";"117.8";"120.19";"174000"
"LKOH";"15.12.1997 00:00:00";"120";"130.95";"120";"129.3";"188700"
"LKOH";"16.12.1997 00:00:00";"132.3";"133.899";"129";"133.2";"330800"
"LKOH";"17.12.1997 00:00:00";"135.8";"139";"134.005";"135";"238500"
"LKOH";"18.12.1997 00:00:00";"133.5";"134.9";"132.11";"133.75";"154600"
"LKOH";"19.12.1997 00:00:00";"129.5";"130.75";"123.8";"125.8";"132500"
"LKOH";"22.12.1997 00:00:00";"120";"131.5";"120";"131";"191800"
"LKOH";"23.12.1997 00:00:00";"129.401";"134.3";"129.201";"129.7";"198100"
"LKOH";"24.12.1997 00:00:00";"130.5";"132.4";"129.4";"132";"98700"
"LKOH";"25.12.1997 00:00:00";"133.4";"133.4";"132.405";"132.8";"34900"
"LKOH";"26.12.1997 00:00:00";"132.1";"135.2";"131.8";"134.4";"88300"
"LKOH";"29.12.1997 00:00:00";"135";"137.6";"135";"136.9";"132400"
"LKOH";"30.12.1997 00:00:00";"139";"139.8";"137.1";"137.9";"42700"
"LKOH";"06.01.1998 00:00:00";"143.05";"144.45";"138.7";"139";"93400"
"LKOH";"08.01.1998 00:00:00";"134.19";"135";"131.05";"132.2";"61000"
"LKOH";"09.01.1998 00:00:00";"130.65";"132.35";"126.1";"126.6";"208200"
"LKOH";"12.01.1998 00:00:00";"117.04";"117.9";"105.6";"113";"127200"
"LKOH";"13.01.1998 00:00:00";"118";"120";"111";"114.7";"315400"
"LKOH";"14.01.1998 00:00:00";"118.5";"118.5";"110.71";"111.45";"252000"
"LKOH";"15.01.1998 00:00:00";"107.5";"109.8";"105.6";"105.6";"215000"
"LKOH";"16.01.1998 00:00:00";"105.04";"111.39";"104.31";"111.39";"329400"
"LKOH";"19.01.1998 00:00:00";"113.5";"115";"110";"111.5";"220400"
"LKOH";"20.01.1998 00:00:00";"111.05";"113.05";"110.05";"112";"201400"
"LKOH";"21.01.1998 00:00:00";"112";"112.35";"107.7";"108.09";"323700"
"LKOH";"22.01.1998 00:00:00";"107.5";"107.5";"102";"103.1";"244700"
"LKOH";"23.01.1998 00:00:00";"103.6";"105.95";"97.05";"98.95";"322200"
"LKOH";"26.01.1998 00:00:00";"94.6";"97.08";"88.5";"95.7";"281100"
"LKOH";"27.01.1998 00:00:00";"96";"100.4";"92.6";"98.5";"424000"
"LKOH";"28.01.1998 00:00:00";"100";"101";"94.3";"94.61";"239100"
"LKOH";"29.01.1998 00:00:00";"92.2";"93.5";"87";"92.2";"298900"
"LKOH";"30.01.1998 00:00:00";"93.01";"100.98";"93";"99.7";"729200"
"LKOH";"02.02.1998 00:00:00";"103.99";"109.6";"103.99";"109.1";"409900"
"LKOH";"03.02.1998 00:00:00";"108.9";"108.9";"103";"103.19";"413100"
"LKOH";"04.02.1998 00:00:00";"101.4";"103.89";"99.9";"101.56";"339300"
"LKOH";"05.02.1998 00:00:00";"101.75";"109.95";"101.75";"109";"610900"
"LKOH";"06.02.1998 00:00:00";"109.2";"114.9";"108.4";"110.45";"504200"
"LKOH";"09.02.1998 00:00:00";"113";"113.9";"109.6";"110.75";"378100"
"LKOH";"10.02.1998 00:00:00";"109.21";"109.65";"107.65";"108.52";"300500"
"LKOH";"11.02.1998 00:00:00";"111.79";"114.1";"110.2";"113.38";"593700"
"LKOH";"12.02.1998 00:00:00";"112.9";"113.5";"107.3";"107.4";"663100"
"LKOH";"13.02.1998 00:00:00";"108";"109.85";"106.45";"109.1";"235900"
"LKOH";"16.02.1998 00:00:00";"108.77";"110.7";"107.6";"109.65";"210000"
"LKOH";"17.02.1998 00:00:00";"111.2";"113.36";"110.79";"112.99";"426400"
"LKOH";"18.02.1998 00:00:00";"112.99";"113.3";"109.4";"109.95";"358600"
"LKOH";"19.02.1998 00:00:00";"110.5";"112";"110.4";"111.05";"243100"
"LKOH";"20.02.1998 00:00:00";"111.19";"111.79";"110.75";"111";"232600"
"LKOH";"23.02.1998 00:00:00";"112.4";"113.28";"112.03";"112.85";"434600"
"LKOH";"24.02.1998 00:00:00";"112.8";"113.1";"111.1";"111.43";"365300"
"LKOH";"25.02.1998 00:00:00";"111";"111.8";"109.8";"109.8";"411300"
"LKOH";"26.02.1998 00:00:00";"111.92";"112.45";"108.6";"109.5";"270800"
"LKOH";"27.02.1998 00:00:00";"110.15";"110.68";"106.4";"106.75";"256800"
"LKOH";"02.03.1998 00:00:00";"106.6";"109.7";"105.21";"108.9";"385100"
"LKOH";"03.03.1998 00:00:00";"108.98";"110.1";"106";"107.1";"327000"
"LKOH";"04.03.1998 00:00:00";"107.6";"111.45";"106.4";"111.45";"423300"
"LKOH";"05.03.1998 00:00:00";"109.05";"110.6";"108.2";"109.85";"235300"
"LKOH";"06.03.1998 00:00:00";"109.2";"112";"109.2";"111.6";"416800"
"LKOH";"10.03.1998 00:00:00";"110.5";"113.9";"109.5";"113.15";"508400"
"LKOH";"11.03.1998 00:00:00";"116";"117.29";"111";"113.46";"644100"
"LKOH";"12.03.1998 00:00:00";"111.6";"112.8";"111";"111.83";"210300"
"LKOH";"13.03.1998 00:00:00";"110.6";"112.39";"109.55";"111.5";"469000"
"LKOH";"16.03.1998 00:00:00";"110.95";"111.6";"109.76";"109.8";"372200"
"LKOH";"17.03.1998 00:00:00";"109.9";"109.9";"103.5";"104.55";"390900"
"LKOH";"18.03.1998 00:00:00";"100.2";"103.5";"100";"100.39";"418100"
"LKOH";"19.03.1998 00:00:00";"104.28";"107";"103.86";"105.3";"555800"
"LKOH";"20.03.1998 00:00:00";"106.5";"107.65";"105.1";"105.85";"619600"
"LKOH";"23.03.1998 00:00:00";"100.77";"111.1";"98.5";"110.7";"1020000"
"LKOH";"24.03.1998 00:00:00";"112";"114.15";"110";"110.01";"707200"
"LKOH";"25.03.1998 00:00:00";"108.01";"110.9";"107.9";"109";"341100"
"LKOH";"26.03.1998 00:00:00";"110";"110";"106.3";"106.99";"572200"
"LKOH";"27.03.1998 00:00:00";"108.7";"110.3";"107.95";"109.65";"550400"
"LKOH";"30.03.1998 00:00:00";"109.3";"109.3";"107.65";"108.02";"196500"
"LKOH";"31.03.1998 00:00:00";"106.5";"107.1";"104.9";"107.04";"355300"
"LKOH";"01.04.1998 00:00:00";"106.15";"106.35";"103.5";"105.85";"499000"
"LKOH";"02.04.1998 00:00:00";"105.06";"106.85";"104";"105.4";"508100"
"LKOH";"03.04.1998 00:00:00";"104.16";"105.6";"102.2";"103.32";"524200"
"LKOH";"06.04.1998 00:00:00";"104.3";"104.5";"103.43";"104.37";"172800"
"LKOH";"07.04.1998 00:00:00";"103.5";"104.6";"103.4";"103.75";"156200"
"LKOH";"08.04.1998 00:00:00";"103.61";"104";"102.4";"102.5";"208000"
"LKOH";"09.04.1998 00:00:00";"102.28";"102.95";"100.8";"101.3";"389600"
"LKOH";"10.04.1998 00:00:00";"101.45";"102.56";"100";"102.4";"296100"
"LKOH";"13.04.1998 00:00:00";"102.56";"102.9";"101.8";"102.31";"144600"
"LKOH";"14.04.1998 00:00:00";"102.05";"102.8";"101.54";"101.8";"185200"
"LKOH";"15.04.1998 00:00:00";"102.85";"103.5";"102.5";"102.7";"328400"
"LKOH";"16.04.1998 00:00:00";"103";"104.25";"102.6";"103";"460600"
"LKOH";"17.04.1998 00:00:00";"104";"105";"102.61";"103.3";"402300"
"LKOH";"20.04.1998 00:00:00";"103.49";"103.6";"101.95";"102.2";"352800"
"LKOH";"21.04.1998 00:00:00";"102.48";"102.75";"102.1";"102.45";"386600"
"LKOH";"22.04.1998 00:00:00";"104.1";"104.8";"103.3";"104.8";"269800"
"LKOH";"23.04.1998 00:00:00";"105.8";"106.86";"105.3";"105.35";"468000"
"LKOH";"24.04.1998 00:00:00";"104.6";"108.97";"104.6";"107.99";"365200"
"LKOH";"27.04.1998 00:00:00";"106.6";"106.64";"102.05";"102.05";"277300"
"LKOH";"28.04.1998 00:00:00";"101.14";"101.7";"99.8";"100.5";"206600"
"LKOH";"29.04.1998 00:00:00";"100.98";"102.4";"100.51";"101.15";"248600"
"LKOH";"30.04.1998 00:00:00";"102.5";"102.5";"99.7";"101.8";"156700"
"LKOH";"05.05.1998 00:00:00";"105";"106.01";"102.21";"102.85";"254200"
"LKOH";"06.05.1998 00:00:00";"101.2";"102.29";"101";"102.1";"75000"
"LKOH";"07.05.1998 00:00:00";"101.2";"101.5";"100.25";"100.5";"87900"
"LKOH";"08.05.1998 00:00:00";"99.1";"100.75";"98.5";"100.75";"130800"
"LKOH";"12.05.1998 00:00:00";"99.45";"99.45";"94.3";"94.3";"153800"
"LKOH";"13.05.1998 00:00:00";"91.4";"92.32";"89";"92.15";"171200"
"LKOH";"14.05.1998 00:00:00";"92.5";"93";"84.15";"85";"284400"
"LKOH";"15.05.1998 00:00:00";"88";"88.3";"82.5";"85.6";"185000"
"LKOH";"18.05.1998 00:00:00";"83.29";"83.9";"72.5";"73.5";"144000"
"LKOH";"19.05.1998 00:00:00";"73.1";"77.15";"72";"72.6";"272100"
"LKOH";"20.05.1998 00:00:00";"70.55";"74.4";"68.2";"74.4";"278200"
"LKOH";"21.05.1998 00:00:00";"75";"75.35";"71.1";"72.25";"193400"
"LKOH";"22.05.1998 00:00:00";"70.11";"71";"68";"69.35";"218100"
"LKOH";"25.05.1998 00:00:00";"68.05";"68.8";"64.9";"66";"201400"
"LKOH";"26.05.1998 00:00:00";"60";"64.5";"60";"62.9";"358500"
"LKOH";"27.05.1998 00:00:00";"59";"62.05";"52.6";"59.7";"665500"
"LKOH";"28.05.1998 00:00:00";"67";"69.94";"63.6";"63.6";"416900"
"LKOH";"29.05.1998 00:00:00";"66.25";"66.5";"62";"62.2";"182100"
"LKOH";"01.06.1998 00:00:00";"60";"60";"51.9";"53";"212500"
"LKOH";"02.06.1998 00:00:00";"56.05";"65.5";"54.5";"64.69";"357700"
"LKOH";"03.06.1998 00:00:00";"66.5";"70.7";"64.35";"68.4";"351200"
"LKOH";"04.06.1998 00:00:00";"70.6";"72.15";"66.5";"67.5";"236500"
"LKOH";"05.06.1998 00:00:00";"69";"69.68";"66.5";"67.4";"238100"
"LKOH";"08.06.1998 00:00:00";"65.02";"67.7";"65";"66.9";"102400"
"LKOH";"09.06.1998 00:00:00";"66";"66.45";"61.2";"63.3";"235500"
"LKOH";"10.06.1998 00:00:00";"58";"61";"57.5";"58.49";"177600"
"LKOH";"11.06.1998 00:00:00";"55.6";"60";"55.1";"60";"110200"
"LKOH";"15.06.1998 00:00:00";"52.6";"56.01";"52.6";"53.8";"105200"
"LKOH";"16.06.1998 00:00:00";"51.4";"56.7";"50.65";"53";"273200"
"LKOH";"17.06.1998 00:00:00";"56";"60.68";"53.7";"59.5";"301700"
"LKOH";"18.06.1998 00:00:00";"63";"64.1";"56";"56";"223000"
"LKOH";"19.06.1998 00:00:00";"53.55";"58.2";"52.55";"56.7";"157100"
"LKOH";"22.06.1998 00:00:00";"56.5";"57.8";"56.2";"56.7";"146700"
"LKOH";"23.06.1998 00:00:00";"58.5";"59.88";"57.8";"59.7";"175700"
"LKOH";"24.06.1998 00:00:00";"60.8";"64.6";"59.45";"64";"281600"
"LKOH";"25.06.1998 00:00:00";"64";"64.19";"59.8";"59.8";"256500"
"LKOH";"26.06.1998 00:00:00";"56";"57.9";"55.3";"55.85";"189000"
"LKOH";"29.06.1998 00:00:00";"53.5";"54.2";"51.8";"53.2";"246500"
"LKOH";"30.06.1998 00:00:00";"53.2";"53.5";"51.27";"52.42";"133100"
"LKOH";"01.07.1998 00:00:00";"53.3";"54.5";"50.75";"51";"207500"
"LKOH";"02.07.1998 00:00:00";"50.2";"52.3";"48.9";"52.3";"264400"
"LKOH";"03.07.1998 00:00:00";"52.94";"55";"51.27";"55";"191800"
"LKOH";"06.07.1998 00:00:00";"53.1";"53.9";"50.72";"51.3";"116500"
"LKOH";"07.07.1998 00:00:00";"49";"51.95";"46.5";"51.42";"396600"
"LKOH";"08.07.1998 00:00:00";"50.23";"50.47";"47.6";"49.19";"131800"
"LKOH";"09.07.1998 00:00:00";"49.4";"51.07";"48.8";"50";"238400"
"LKOH";"10.07.1998 00:00:00";"50.5";"53";"50.25";"52.95";"183800"
"LKOH";"13.07.1998 00:00:00";"54";"57.8";"53.2";"57.8";"231900"
"LKOH";"14.07.1998 00:00:00";"62.95";"65.89";"62.9";"65.89";"145900"
"LKOH";"15.07.1998 00:00:00";"64";"68.2";"62.49";"68.05";"315900"
"LKOH";"16.07.1998 00:00:00";"66.5";"69";"62.83";"63.9";"224800"
"LKOH";"17.07.1998 00:00:00";"67.5";"70";"67";"69.7";"266300"
"LKOH";"20.07.1998 00:00:00";"69.6";"71";"69.22";"69.8";"112100"
"LKOH";"21.07.1998 00:00:00";"67.8";"68.4";"64";"64.78";"322300"
"LKOH";"22.07.1998 00:00:00";"62.58";"63";"59.3";"61.7";"335700"
"LKOH";"23.07.1998 00:00:00";"59.5";"59.5";"56.4";"56.4";"262100"
"LKOH";"24.07.1998 00:00:00";"55.69";"56.9";"54.5";"54.71";"292000"
"LKOH";"27.07.1998 00:00:00";"53.5";"53.5";"50.3";"50.5";"252300"
"LKOH";"28.07.1998 00:00:00";"52.5";"54.1";"49.06";"52.6";"331900"
"LKOH";"29.07.1998 00:00:00";"51.5";"53";"50";"51.3";"343700"
"LKOH";"30.07.1998 00:00:00";"50.2";"53.15";"50.2";"52.3";"410000"
"LKOH";"31.07.1998 00:00:00";"53.7";"54.3";"50.75";"50.8";"233900"
"LKOH";"03.08.1998 00:00:00";"49.9";"50.7";"49.16";"50.35";"93700"
"LKOH";"04.08.1998 00:00:00";"49";"51.75";"49";"51.75";"166500"
"LKOH";"05.08.1998 00:00:00";"49.15";"50.6";"48.7";"49.3";"155400"
"LKOH";"06.08.1998 00:00:00";"49.5";"50";"46.5";"46.75";"154200"
"LKOH";"07.08.1998 00:00:00";"47.55";"47.55";"42.01";"43.45";"230800"
"LKOH";"10.08.1998 00:00:00";"43.1";"43.1";"38.5";"38.9";"139600"
"LKOH";"11.08.1998 00:00:00";"35.1";"35.7";"31.35";"33.11";"328900"
"LKOH";"12.08.1998 00:00:00";"34.8";"36.5";"33";"33.5";"433600"
"LKOH";"13.08.1998 00:00:00";"28";"31.8";"26";"31.1";"307500"
"LKOH";"14.08.1998 00:00:00";"33.4";"39.9";"32.25";"38.8";"858600"
"LKOH";"17.08.1998 00:00:00";"37";"45.49";"37";"39.85";"322100"
"LKOH";"18.08.1998 00:00:00";"37";"42";"37";"38";"267700"
"LKOH";"19.08.1998 00:00:00";"40.2";"40.2";"34";"35.88";"198800"
"LKOH";"20.08.1998 00:00:00";"35";"36";"33.6";"36";"172300"
"LKOH";"21.08.1998 00:00:00";"34.02";"36.68";"33.71";"36.68";"101900"
"LKOH";"24.08.1998 00:00:00";"36";"38.5";"35.3";"37.2";"75400"
"LKOH";"25.08.1998 00:00:00";"37.5";"43.01";"37.5";"43.01";"105000"
"LKOH";"26.08.1998 00:00:00";"40.5";"53.5";"39.5";"47";"105500"
"LKOH";"27.08.1998 00:00:00";"48";"51";"40";"43";"83200"
"LKOH";"28.08.1998 00:00:00";"40.5";"42.5";"39.5";"39.9";"24100"
"LKOH";"31.08.1998 00:00:00";"39";"40.4";"39";"39.3";"7700"
"LKOH";"01.09.1998 00:00:00";"40";"40.2";"39";"39.65";"19500"
"LKOH";"02.09.1998 00:00:00";"40.95";"43";"40.3";"43";"29400"
"LKOH";"03.09.1998 00:00:00";"46";"49.5";"44.5";"48.7";"37800"
"LKOH";"04.09.1998 00:00:00";"50";"59";"50";"56.75";"96800"
"LKOH";"07.09.1998 00:00:00";"70";"73";"50";"55";"81000"
"LKOH";"08.09.1998 00:00:00";"58";"62";"58";"60.05";"34000"
"LKOH";"09.09.1998 00:00:00";"60";"60";"49";"50.99";"57500"
